show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s2150,TV Show,Sample Title 2150,,"Maria Silva, Emma Chen",Japan,"August 02, 2008",1957,TV-MA,10 Seasons,"International TV Shows, Crime TV Shows, TV Comedies",A sample description for demonstration purposes.
s2151,Movie,Sample Title 2151,John Lee,"Wei Brown, Liam Brown, John Chen, Yuki Brown",United States,"November 24, 2008",1977,TV-MA,168 min,Independent Movies,A sample description for demonstration purposes.
s2152,Movie,Sample Title 2152,John Jones,"Priya Kim, Yuki Jones",United Kingdom,2017-03-02,2016,NR,198 min,"Action & Adventure, Horror Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s2153,TV Show,Sample Title 2153,,"Yuki Sato, Wei Patel, Sofia Lopez",United States,9/22/2008,1977,TV-14,10 Seasons,Kids' TV,A sample description for demonstration purposes.
s2154,Movie,Sample Title 2154,Yuki Kim,"John Sharma, Emma Lee",France,"April 23, 2008",1987,TV-PG,137 min,Sports Movies,A sample description for demonstration purposes.
s2155,Movie,Sample Title 2155,Emma Lee,,United States,"September 03, 2008",1964,NC-17,187 min,"Children & Family Movies, Dramas",A sample description for demonstration purposes.
s2156,Movie,Sample Title 2156,Tom Smith,"Hana Lopez, Priya Sharma, Olu Khan, Ahmed Kim, Raj Smith",United States,2008-12-12,1975,PG,88 min,"Cult Movies, Documentaries, Comedies",A sample description for demonstration purposes.
s2157,TV Show,Sample Title 2157,,"Emma Jones, Maria Khan, Raj Kim",United States,1/5/2008,1964,TV-G,6 Seasons,"TV Dramas, British TV Shows, Kids' TV",A sample description for demonstration purposes.
s2158,TV Show,Sample Title 2158,,"John Patel, Hana Lee, John Patel",United States,"March 26, 2021",2017,TV-G,8 Seasons,TV Comedies,A sample description for demonstration purposes.
s2159,TV Show,Sample Title 2159,,"Tom Novak, Ahmed Garcia, Ahmed Chen, Olu Patel",United States,"October 03, 2008",1986,TV-PG,6 Seasons,British TV Shows,A sample description for demonstration purposes.
s2160,Movie,Sample Title 2160,John Novak,"Hana Chen, Yuki Lee, Liam Jones",Spain,2017-12-23,2010,PG,186 min,"Dramas, Documentaries",A sample description for demonstration purposes.
s2161,Movie,Sample Title 2161,Olu Novak,"Emma Garcia, Wei Adeyemi, Priya Jones",Japan,2008-02-15,1968,G,89 min,Action & Adventure,A sample description for demonstration purposes.
s2162,TV Show,Sample Title 2162,,"Diego Sato, Olu Patel",Canada,12/14/2008,1972,TV-14,1 Season,International TV Shows,A sample description for demonstration purposes.
s2163,TV Show,Sample Title 2163,,"Raj Lopez, Tom Tanaka, Ahmed Silva",Canada,"March 09, 2008",1954,TV-Y7,9 Seasons,"Kids' TV, British TV Shows",A sample description for demonstration purposes.
s2164,Movie,Sample Title 2164,,"Sofia Sharma, Ahmed Silva, Hana Chen",United States,"July 09, 2008",2004,TV-MA,164 min,"Thrillers, Sports Movies",A sample description for demonstration purposes.
s2165,Movie,Sample Title 2165,,"Maria Smith, Raj Adeyemi, Liam Sato, Hana Khan, Olu Tanaka",Spain,"September 02, 2017",2014,TV-PG,74 min,Independent Movies,A sample description for demonstration purposes.
s2166,TV Show,Sample Title 2166,,"Yuki Lopez, Tom Lopez, Raj Garcia, Liam Kim",United States,2008-10-04,1975,TV-Y7,5 Seasons,TV Dramas,A sample description for demonstration purposes.
s2167,Movie,Sample Title 2167,Priya Garcia,"Olu Smith, Alex Jones, Maria Adeyemi, Yuki Garcia, Tom Kim",South Korea,2008-10-06,1996,TV-14,119 min,"Sci-Fi & Fantasy, Documentaries",A sample description for demonstration purposes.
s2168,Movie,Sample Title 2168,,"Sofia Patel, Liam Khan, Alex Lee, Diego Sharma, Tom Novak",United States,2008-07-15,1945,TV-MA,167 min,Independent Movies,A sample description for demonstration purposes.
s2169,TV Show,Sample Title 2169,,"Ahmed Chen, Nina Adeyemi",Japan,2008-10-21,1945,TV-Y,1 Season,"Reality TV, Kids' TV",A sample description for demonstration purposes.
s2170,Movie,Sample Title 2170,,,United Kingdom,2008-05-20,1999,PG,58 min,Dramas,A sample description for demonstration purposes.
s2171,TV Show,Sample Title 2171,,"Raj Tanaka, Raj Novak, Yuki Lee, Emma Chen",India,2/23/2008,2000,TV-14,4 Seasons,"Kids' TV, International TV Shows",A sample description for demonstration purposes.
s2172,Movie,Sample Title 2172,Nina Brown,"Tom Smith, Wei Brown",United States,"March 07, 2008",1967,NR,156 min,"Action & Adventure, Cult Movies",A sample description for demonstration purposes.
s2173,Movie,Sample Title 2173,Priya Patel,"Diego Smith, Diego Kim, Raj Garcia, John Brown, Liam Lopez",Canada,"February 01, 2008",1975,TV-14,69 min,"Anime Series, Cult Movies",A sample description for demonstration purposes.
s2174,Movie,Sample Title 2174,,"Yuki Smith, Olu Kim",United States,"December 02, 2008",1963,G,114 min,Anime Series,A sample description for demonstration purposes.
s2175,Movie,Sample Title 2175,Wei Adeyemi,"Alex Lee, Liam Garcia, John Smith, Priya Chen",Spain,2008-07-16,2002,R,120 min,"Dramas, Children & Family Movies, Independent Movies",A sample description for demonstration purposes.
s2176,Movie,Sample Title 2176,,"Yuki Patel, Wei Tanaka, Liam Patel",Germany,11/25/2008,1956,R,102 min,Stand-Up Comedy,A sample description for demonstration purposes.
s2177,TV Show,Sample Title 2177,,,Spain,4/15/2008,1946,TV-G,10 Seasons,"TV Comedies, TV Dramas",A sample description for demonstration purposes.
s2178,Movie,Sample Title 2178,John Kim,"Wei Sato, Sofia Lopez, Yuki Lopez, Maria Smith",South Korea,"October 09, 2008",1962,,58 min,"Comedies, Stand-Up Comedy, Action & Adventure",A sample description for demonstration purposes.
s2179,Movie,Sample Title 2179,Raj Patel,,Australia,2008-01-09,1999,G,100 min,"Cult Movies, Sports Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s2180,Movie,Sample Title 2180,Tom Patel,"Hana Garcia, Yuki Jones, Yuki Adeyemi",Canada,"December 07, 2008",1970,PG,95 min,"Classic Movies, Anime Series",A sample description for demonstration purposes.
s2181,Movie,Sample Title 2181,Maria Smith,"Maria Chen, John Kim",South Korea,5/27/2009,2003,PG-13,43 min,Action & Adventure,A sample description for demonstration purposes.
s2182,Movie,Sample Title 2182,Emma Khan,"Alex Novak, Emma Jones",United States,"January 14, 2021",2019,PG-13,137 min,"Independent Movies, International Movies, Documentaries",A sample description for demonstration purposes.
s2183,Movie,Sample Title 2183,,"Emma Adeyemi, Liam Lopez",France,2013-08-02,2013,G,122 min,"Comedies, Independent Movies",A sample description for demonstration purposes.
s2184,Movie,Sample Title 2184,Ahmed Novak,"Diego Brown, Ahmed Sharma",United Kingdom,"October 26, 2008",1985,PG,174 min,"Cult Movies, Music & Musicals, Action & Adventure",A sample description for demonstration purposes.
s2185,TV Show,Sample Title 2185,,"Emma Brown, Priya Novak",United States,"July 07, 2008",1997,TV-Y,1 Season,"Kids' TV, TV Dramas",A sample description for demonstration purposes.
s2186,TV Show,Sample Title 2186,,"Maria Adeyemi, Yuki Jones",United States,3/4/2008,2002,TV-Y7,3 Seasons,"TV Comedies, Kids' TV, International TV Shows",A sample description for demonstration purposes.
s2187,TV Show,Sample Title 2187,,"Priya Silva, Priya Adeyemi, Emma Tanaka, Tom Kim",,2008-02-24,1991,TV-PG,8 Seasons,Kids' TV,A sample description for demonstration purposes.
s2188,Movie,Sample Title 2188,Olu Brown,"Nina Smith, Maria Kim, Liam Garcia, Priya Patel, Priya Smith",Germany,5/8/2021,2019,G,185 min,Action & Adventure,A sample description for demonstration purposes.
s2189,Movie,Sample Title 2189,Liam Sato,"Diego Kim, Alex Silva, Priya Smith",Australia,"July 09, 2008",1969,G,199 min,"Sci-Fi & Fantasy, Romantic Movies",A sample description for demonstration purposes.
s2190,Movie,Sample Title 2190,,"Diego Novak, Alex Khan, Olu Kim, Hana Lopez",United States,12/20/2012,2009,G,122 min,Sci-Fi & Fantasy,A sample description for demonstration purposes.
s2191,Movie,Sample Title 2191,Nina Kim,"Ahmed Khan, Ahmed Smith, Nina Novak, Tom Brown",Canada,"May 24, 2008",1957,TV-PG,169 min,Stand-Up Comedy,A sample description for demonstration purposes.
s2192,Movie,Sample Title 2192,Diego Patel,"Liam Adeyemi, Maria Lopez",Turkey,2008-01-17,1997,PG,63 min,Dramas,A sample description for demonstration purposes.
s2193,Movie,Sample Title 2193,Hana Brown,"Tom Patel, Liam Chen, Priya Jones, Diego Tanaka",Germany,2011-04-15,2008,TV-MA,52 min,"Stand-Up Comedy, Cult Movies",A sample description for demonstration purposes.
s2194,Movie,Sample Title 2194,Olu Garcia,"Liam Khan, Maria Lopez, Alex Silva",United States,"December 12, 2008",1950,PG-13,113 min,"Documentaries, Romantic Movies",A sample description for demonstration purposes.
s2195,Movie,Sample Title 2195,Ahmed Novak,"Olu Novak, Wei Patel, Hana Silva, Alex Tanaka",United Kingdom,2/5/2021,2020,PG,115 min,"Sports Movies, Music & Musicals",A sample description for demonstration purposes.
s2196,Movie,Sample Title 2196,Emma Sharma,"Emma Khan, Maria Lopez",United States,11/5/2008,1989,TV-MA,42 min,Anime Series,A sample description for demonstration purposes.
s2197,Movie,Sample Title 2197,Sofia Adeyemi,"Priya Garcia, Nina Silva, Yuki Adeyemi, Nina Sharma, Emma Adeyemi",India,"October 18, 2008",1948,G,96 min,"Anime Series, Horror Movies, Thrillers",A sample description for demonstration purposes.
s2198,Movie,Sample Title 2198,,"Hana Patel, Nina Adeyemi",India,2008-04-05,1969,TV-MA,55 min,"Cult Movies, Action & Adventure, Music & Musicals",A sample description for demonstration purposes.
s2199,Movie,Sample Title 2199,Hana Kim,"Emma Novak, Hana Lee, Raj Patel, Diego Garcia, Emma Patel",United States,6/4/2019,2014,TV-MA,47 min,Romantic Movies,A sample description for demonstration purposes.
s2200,Movie,Sample Title 2200,Diego Jones,"Maria Silva, Diego Patel",United States,2008-08-06,1974,NR,150 min,"Sports Movies, Independent Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s2201,TV Show,Sample Title 2201,,"Wei Chen, Sofia Patel, Priya Smith, Priya Brown",France,7/14/2008,1984,TV-Y7,7 Seasons,"British TV Shows, Kids' TV",A sample description for demonstration purposes.
s2202,Movie,Sample Title 2202,Olu Brown,"Liam Novak, Priya Patel, John Novak, Maria Sato, Ahmed Khan",United States,"June 25, 2010",2009,NC-17,45 min,"Romantic Movies, Dramas, Stand-Up Comedy",A sample description for demonstration purposes.
s2203,TV Show,Sample Title 2203,,"Ahmed Lopez, Hana Jones, Raj Lopez",Spain,"August 23, 2008",1976,TV-G,9 Seasons,British TV Shows,A sample description for demonstration purposes.
s2204,Movie,Sample Title 2204,,"John Kim, Emma Silva, Liam Tanaka",Turkey,2008-01-02,1975,NC-17,93 min,"Romantic Movies, Action & Adventure",A sample description for demonstration purposes.
s2205,TV Show,Sample Title 2205,,"Liam Kim, Diego Novak, Sofia Silva, Liam Brown",South Korea,4/24/2010,2006,TV-PG,1 Season,"British TV Shows, TV Comedies, Crime TV Shows",A sample description for demonstration purposes.
s2206,Movie,Sample Title 2206,Emma Khan,"Ahmed Lopez, Hana Sato, Nina Tanaka, Emma Chen, Tom Novak",France,,1946,R,163 min,"Romantic Movies, Anime Series",A sample description for demonstration purposes.
s2207,TV Show,Sample Title 2207,,"Maria Lopez, Priya Novak, Priya Patel, Olu Chen, Wei Patel",United Kingdom,"September 12, 2008",1977,TV-Y,6 Seasons,"TV Dramas, Reality TV",A sample description for demonstration purposes.
s2208,TV Show,Sample Title 2208,,"Ahmed Sato, Maria Tanaka, Sofia Novak",Turkey,"September 27, 2008",1965,TV-MA,7 Seasons,"Reality TV, Crime TV Shows, British TV Shows",A sample description for demonstration purposes.
s2209,TV Show,Sample Title 2209,,"Maria Sharma, John Adeyemi, Yuki Adeyemi, Ahmed Garcia",Mexico,2013-04-20,2008,TV-G,10 Seasons,"TV Dramas, TV Comedies",A sample description for demonstration purposes.
s2210,Movie,Sample Title 2210,Alex Kim,"Nina Sato, Yuki Jones, Diego Tanaka, Tom Smith",Mexico,11/20/2008,1953,PG,162 min,"Stand-Up Comedy, Documentaries",A sample description for demonstration purposes.
s2211,TV Show,Sample Title 2211,,"Emma Novak, Nina Jones, Yuki Chen, Sofia Adeyemi",Spain,"March 27, 2008",2003,TV-Y,8 Seasons,"Kids' TV, British TV Shows",A sample description for demonstration purposes.
s2212,Movie,Sample Title 2212,,"Wei Brown, Sofia Patel, Raj Patel, Olu Lopez, Olu Jones",Brazil,"May 20, 2008",1985,G,115 min,"Action & Adventure, Documentaries",A sample description for demonstration purposes.
s2213,TV Show,Sample Title 2213,,"Tom Silva, Olu Garcia, Olu Khan",United Kingdom,"June 12, 2008",1956,TV-PG,8 Seasons,"International TV Shows, TV Comedies, British TV Shows",A sample description for demonstration purposes.
s2214,TV Show,Sample Title 2214,,"John Novak, Wei Silva, Hana Chen, Raj Kim",France,2008-03-12,1990,TV-G,8 Seasons,"Crime TV Shows, TV Comedies, Kids' TV",A sample description for demonstration purposes.
s2215,TV Show,Sample Title 2215,,"Emma Lopez, Nina Smith, Nina Kim, Priya Lopez, Ahmed Smith",India,2021-07-25,2019,TV-MA,8 Seasons,"TV Comedies, International TV Shows, British TV Shows",A sample description for demonstration purposes.
s2216,TV Show,Sample Title 2216,,"Olu Sato, Nina Chen, Yuki Khan, Sofia Lee",Japan,"November 13, 2008",2002,TV-Y,2 Seasons,"British TV Shows, International TV Shows",A sample description for demonstration purposes.
s2217,Movie,Sample Title 2217,John Sharma,"Alex Patel, Liam Tanaka, Priya Jones",United States,"November 05, 2008",1997,R,142 min,"Independent Movies, Stand-Up Comedy",A sample description for demonstration purposes.
s2218,Movie,Sample Title 2218,Ahmed Brown,"Sofia Sharma, Priya Tanaka, Sofia Garcia, Wei Kim, Maria Jones",United States,"February 18, 2008",1949,NR,47 min,"Horror Movies, Independent Movies, Dramas",A sample description for demonstration purposes.
s2219,Movie,Sample Title 2219,Wei Lee,,France,9/3/2008,1954,G,191 min,"Cult Movies, Music & Musicals",A sample description for demonstration purposes.
s2220,Movie,Sample Title 2220,Diego Novak,"Yuki Garcia, Olu Khan",United States,"October 24, 2008",1956,PG-13,133 min,"Dramas, Music & Musicals",A sample description for demonstration purposes.
s2221,Movie,Sample Title 2221,,"John Jones, Sofia Sharma, Tom Garcia, Wei Adeyemi, Raj Novak",,11/9/2008,1975,NC-17,97 min,International Movies,A sample description for demonstration purposes.
s2222,Movie,Sample Title 2222,Emma Smith,"Sofia Smith, Hana Sharma",United States,2008-09-11,1992,G,80 min,Children & Family Movies,A sample description for demonstration purposes.
s2223,Movie,Sample Title 2223,Tom Brown,"Liam Lopez, Alex Adeyemi",United States,"January 19, 2008",1986,G,156 min,"Independent Movies, Anime Series, Dramas",A sample description for demonstration purposes.
s2224,Movie,Sample Title 2224,Maria Silva,"Raj Brown, Liam Tanaka, Priya Brown",,,2011,PG,75 min,"Cult Movies, Documentaries",A sample description for demonstration purposes.
s2225,Movie,Sample Title 2225,Tom Adeyemi,"Tom Novak, Ahmed Smith",United Kingdom,"April 10, 2016",2009,PG,174 min,Action & Adventure,A sample description for demonstration purposes.
s2226,Movie,Sample Title 2226,Hana Kim,"Alex Lee, Wei Lee, Liam Jones, Alex Kim, Tom Kim",United States,"March 20, 2021",2018,PG,143 min,"Comedies, Stand-Up Comedy, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s2227,Movie,Sample Title 2227,,"Alex Tanaka, Liam Tanaka, Yuki Lee, Wei Lopez",India,"March 02, 2008",1956,PG-13,142 min,"Comedies, Cult Movies",A sample description for demonstration purposes.
s2228,Movie,Sample Title 2228,Alex Brown,"Olu Lopez, Diego Garcia, Liam Kim, Olu Smith",India,7/6/2008,1998,NR,150 min,"Anime Series, Dramas, Horror Movies",A sample description for demonstration purposes.
s2229,Movie,Sample Title 2229,,"Liam Tanaka, Tom Kim",United States,2008-04-01,1964,TV-MA,104 min,"Classic Movies, Romantic Movies, Comedies",A sample description for demonstration purposes.
s2230,Movie,Sample Title 2230,Sofia Sharma,,India,"November 11, 2008",1950,PG-13,44 min,"Classic Movies, International Movies, Independent Movies",A sample description for demonstration purposes.
s2231,Movie,Sample Title 2231,,"Ahmed Sharma, Maria Khan, Maria Silva, Tom Jones",United States,,2004,PG,150 min,Music & Musicals,A sample description for demonstration purposes.
s2232,Movie,Sample Title 2232,Tom Kim,"Ahmed Tanaka, Alex Tanaka, John Khan, Wei Jones",India,"March 15, 2008",1964,TV-14,71 min,"Documentaries, Comedies, Action & Adventure",A sample description for demonstration purposes.
s2233,Movie,Sample Title 2233,Liam Silva,"Olu Patel, Hana Brown, Emma Khan, Nina Brown",India,,2012,NR,137 min,"Comedies, Documentaries, International Movies",A sample description for demonstration purposes.
s2234,Movie,Sample Title 2234,Alex Lopez,"Nina Adeyemi, Diego Garcia, Priya Adeyemi",Brazil,2008-12-03,1997,PG-13,177 min,"Independent Movies, Classic Movies",A sample description for demonstration purposes.
s2235,TV Show,Sample Title 2235,,"Maria Chen, Tom Garcia, Liam Sato, Ahmed Silva, Maria Patel",United Kingdom,"October 08, 2008",1976,TV-PG,3 Seasons,Crime TV Shows,A sample description for demonstration purposes.
s2236,TV Show,Sample Title 2236,,"Alex Smith, Raj Kim, Ahmed Brown",South Korea,"October 03, 2008",1978,TV-MA,1 Season,"Reality TV, International TV Shows",A sample description for demonstration purposes.
s2237,TV Show,Sample Title 2237,,"Yuki Khan, Nina Jones",India,2008-01-27,1980,,5 Seasons,"British TV Shows, Reality TV, Crime TV Shows",A sample description for demonstration purposes.
s2238,Movie,Sample Title 2238,,"John Silva, Nina Tanaka",United Kingdom,"April 24, 2008",1971,PG,174 min,Children & Family Movies,A sample description for demonstration purposes.
s2239,TV Show,Sample Title 2239,,"Diego Chen, Tom Tanaka, Sofia Lee",,"September 01, 2008",1961,TV-PG,8 Seasons,"International TV Shows, British TV Shows",A sample description for demonstration purposes.
s2240,TV Show,Sample Title 2240,,"Emma Lee, Ahmed Sharma, Sofia Brown, Tom Khan, Nina Lee",Spain,12/26/2008,1992,TV-MA,5 Seasons,"TV Comedies, Reality TV, International TV Shows",A sample description for demonstration purposes.
s2241,Movie,Sample Title 2241,Emma Brown,"Raj Lee, Priya Chen, Tom Garcia, Nina Kim",India,8/7/2008,1997,TV-14,115 min,"Documentaries, Cult Movies",A sample description for demonstration purposes.
s2242,Movie,Sample Title 2242,Priya Jones,"Raj Sharma, Yuki Garcia",India,2016-01-15,2012,G,153 min,"Romantic Movies, Children & Family Movies",A sample description for demonstration purposes.
s2243,TV Show,Sample Title 2243,,,India,2008-03-26,1975,TV-Y,7 Seasons,International TV Shows,A sample description for demonstration purposes.
s2244,Movie,Sample Title 2244,Liam Novak,"Sofia Silva, Diego Jones",United Kingdom,6/16/2008,1961,R,99 min,"Romantic Movies, Sports Movies",A sample description for demonstration purposes.
s2245,Movie,Sample Title 2245,Maria Brown,"Sofia Novak, John Chen, Ahmed Brown, Hana Khan, Tom Khan",United Kingdom,"January 17, 2008",1956,NC-17,160 min,"Documentaries, Dramas",A sample description for demonstration purposes.
s2246,TV Show,Sample Title 2246,,"Alex Garcia, Diego Sato",United States,,1993,TV-Y,4 Seasons,"Kids' TV, International TV Shows, British TV Shows",A sample description for demonstration purposes.
s2247,Movie,Sample Title 2247,Nina Smith,"Sofia Novak, Sofia Khan, Ahmed Lopez",South Korea,"April 27, 2019",2015,NC-17,130 min,"Cult Movies, Classic Movies",A sample description for demonstration purposes.
s2248,TV Show,Sample Title 2248,,"Sofia Lee, Wei Novak, Olu Silva, Tom Chen",United States,2008-07-22,1989,TV-Y,8 Seasons,TV Comedies,A sample description for demonstration purposes.
s2249,TV Show,Sample Title 2249,,"Wei Adeyemi, Nina Garcia, Priya Tanaka, John Jones",United States,2008-07-04,1994,TV-Y,10 Seasons,International TV Shows,A sample description for demonstration purposes.
s2250,Movie,Sample Title 2250,Tom Novak,"Maria Patel, Wei Sato, Alex Novak",United States,2008-10-05,1999,G,162 min,"Sci-Fi & Fantasy, Action & Adventure, Romantic Movies",A sample description for demonstration purposes.
s2251,TV Show,Sample Title 2251,,"Raj Kim, Diego Khan, Olu Silva, Priya Khan",United States,"May 22, 2013",2010,TV-PG,7 Seasons,"Kids' TV, TV Comedies, TV Dramas",A sample description for demonstration purposes.
s2252,Movie,Sample Title 2252,,"Hana Kim, Ahmed Tanaka, John Tanaka, Maria Chen",United States,"February 05, 2008",1994,PG,165 min,"International Movies, Comedies, Anime Series",A sample description for demonstration purposes.
s2253,Movie,Sample Title 2253,Sofia Lopez,"Hana Kim, Maria Lopez, Tom Chen, Yuki Tanaka",India,2008-06-07,1985,G,156 min,Horror Movies,A sample description for demonstration purposes.
s2254,Movie,Sample Title 2254,Olu Garcia,"Wei Lee, Olu Novak, Nina Garcia, Nina Smith",United States,2008-04-16,1957,PG-13,136 min,Romantic Movies,A sample description for demonstration purposes.
s2255,Movie,Sample Title 2255,,"Ahmed Patel, Maria Kim, Nina Silva",Egypt,"October 16, 2008",1986,PG-13,99 min,"Horror Movies, Classic Movies, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s2256,Movie,Sample Title 2256,Priya Brown,"Diego Novak, Yuki Lee, Emma Sato",United States,2008-05-26,1961,NR,131 min,"Documentaries, Dramas, Sports Movies",A sample description for demonstration purposes.
s2257,TV Show,Sample Title 2257,,"Hana Sharma, Raj Adeyemi",Mexico,,1984,TV-14,2 Seasons,"Reality TV, TV Dramas",A sample description for demonstration purposes.
s2258,Movie,Sample Title 2258,,"Priya Lopez, Nina Sato",India,"November 08, 2008",1980,NR,183 min,"Music & Musicals, Romantic Movies",A sample description for demonstration purposes.
s2259,Movie,Sample Title 2259,,"Sofia Tanaka, Nina Jones, Olu Lee, Alex Brown",Australia,"September 18, 2008",1982,PG,47 min,Action & Adventure,A sample description for demonstration purposes.
s2260,TV Show,Sample Title 2260,,"Hana Lee, Tom Khan, Hana Sharma",Japan,2008-08-24,1982,,1 Season,"International TV Shows, TV Dramas, Reality TV",A sample description for demonstration purposes.
s2261,Movie,Sample Title 2261,Maria Jones,"Priya Garcia, Raj Sharma, Tom Garcia, Ahmed Sato, Nina Khan",United States,2008-02-18,1989,PG,156 min,Classic Movies,A sample description for demonstration purposes.
s2262,TV Show,Sample Title 2262,,"Maria Smith, Yuki Garcia, Raj Jones, Ahmed Lee, Liam Brown",United Kingdom,"July 11, 2008",1973,TV-Y7,7 Seasons,"Kids' TV, Crime TV Shows, TV Dramas",A sample description for demonstration purposes.
s2263,Movie,Sample Title 2263,Priya Patel,"Nina Adeyemi, Sofia Patel, Olu Smith, Sofia Silva, Yuki Kim",France,"January 19, 2021",2019,G,108 min,Anime Series,A sample description for demonstration purposes.
s2264,TV Show,Sample Title 2264,,"Nina Sato, Wei Silva, Raj Khan, Olu Tanaka, Raj Adeyemi",United States,4/16/2008,1957,TV-Y,9 Seasons,British TV Shows,A sample description for demonstration purposes.
s2265,Movie,Sample Title 2265,Diego Garcia,"Nina Sato, John Patel, Liam Khan",South Korea,2008-01-05,1987,PG-13,150 min,"Music & Musicals, Documentaries, Romantic Movies",A sample description for demonstration purposes.
s2266,Movie,Sample Title 2266,Diego Khan,"Ahmed Chen, Maria Lopez",United States,"November 27, 2008",1993,TV-14,91 min,"Children & Family Movies, Thrillers, Independent Movies",A sample description for demonstration purposes.
s2267,TV Show,Sample Title 2267,,"Ahmed Garcia, John Brown, Alex Patel",United States,12/6/2008,1991,TV-Y,9 Seasons,"International TV Shows, TV Comedies",A sample description for demonstration purposes.
s2268,TV Show,Sample Title 2268,,"Sofia Patel, Diego Lopez",United States,2012-08-05,2005,TV-G,7 Seasons,"Kids' TV, International TV Shows, Crime TV Shows",A sample description for demonstration purposes.
s2269,Movie,Sample Title 2269,Nina Tanaka,"Wei Jones, Sofia Novak, Tom Jones, Alex Jones",United Kingdom,2008-12-14,1950,G,103 min,"Cult Movies, Anime Series, Sci-Fi & Fantasy",A sample description for demonstration purposes.
s2270,TV Show,Sample Title 2270,,"Olu Khan, Priya Kim, Maria Chen, Liam Brown, Tom Silva",South Korea,"November 23, 2008",1951,TV-14,2 Seasons,"Reality TV, TV Comedies, British TV Shows",A sample description for demonstration purposes.
s2271,Movie,Sample Title 2271,Maria Lopez,"Olu Adeyemi, Raj Smith, Wei Lopez",United States,2008-09-14,1964,PG,165 min,"Comedies, Anime Series",A sample description for demonstration purposes.
s2272,Movie,Sample Title 2272,,"Yuki Chen, Priya Sato, Liam Adeyemi, Ahmed Chen",,"January 04, 2021",2019,TV-MA,76 min,Action & Adventure,A sample description for demonstration purposes.
s2273,Movie,Sample Title 2273,,"Emma Sato, John Novak, Raj Brown",,"July 09, 2008",1961,PG-13,53 min,"Stand-Up Comedy, Thrillers, Music & Musicals",A sample description for demonstration purposes.
s2274,TV Show,Sample Title 2274,,"Alex Smith, Tom Jones, Sofia Lee",France,2008-05-15,1994,TV-G,2 Seasons,TV Comedies,A sample description for demonstration purposes.
s2275,Movie,Sample Title 2275,Alex Lee,"Diego Adeyemi, Yuki Brown",,"June 16, 2008",1961,NR,46 min,Children & Family Movies,A sample description for demonstration purposes.
s2276,Movie,Sample Title 2276,Diego Garcia,"Sofia Tanaka, Priya Lopez, Yuki Patel, Maria Kim",United States,5/6/2008,1997,R,93 min,"Documentaries, Dramas",A sample description for demonstration purposes.
s2277,Movie,Sample Title 2277,Diego Patel,"Olu Lopez, Diego Jones, Sofia Lopez",United States,2020-01-03,2019,TV-MA,70 min,"International Movies, Dramas",A sample description for demonstration purposes.
s2278,Movie,Sample Title 2278,Raj Khan,"Alex Garcia, Alex Lee, Sofia Smith, Emma Jones, Nina Adeyemi",,2008-09-19,1963,NC-17,110 min,"Anime Series, Thrillers, Romantic Movies",A sample description for demonstration purposes.
s2279,Movie,Sample Title 2279,Olu Smith,"Emma Brown, Nina Adeyemi, Emma Kim, Wei Tanaka",United States,,2016,R,62 min,"Classic Movies, Romantic Movies, International Movies",A sample description for demonstration purposes.
s2280,TV Show,Sample Title 2280,,"Olu Chen, Liam Jones",Mexico,2016-11-20,2012,TV-PG,6 Seasons,Reality TV,A sample description for demonstration purposes.
s2281,Movie,Sample Title 2281,Yuki Novak,"Tom Adeyemi, Tom Tanaka",United States,2008-05-09,1982,PG,63 min,Cult Movies,A sample description for demonstration purposes.
s2282,Movie,Sample Title 2282,,"Raj Novak, Alex Lopez, Liam Smith, Nina Lee, Emma Chen",France,2008-09-20,1994,NR,176 min,Sports Movies,A sample description for demonstration purposes.
s2283,Movie,Sample Title 2283,Alex Lopez,"Maria Smith, Raj Lopez, Diego Adeyemi, Emma Sato",India,2008-11-03,2002,R,131 min,Thrillers,A sample description for demonstration purposes.
s2284,Movie,Sample Title 2284,Sofia Jones,,Canada,1/19/2008,1986,TV-14,142 min,Stand-Up Comedy,A sample description for demonstration purposes.
s2285,TV Show,Sample Title 2285,,"Olu Garcia, Sofia Adeyemi, Olu Brown, Diego Adeyemi, John Garcia",United States,"September 20, 2008",1978,TV-14,7 Seasons,International TV Shows,A sample description for demonstration purposes.
s2286,TV Show,Sample Title 2286,,"Nina Sato, Tom Smith, Diego Lopez, Maria Chen, Nina Khan",Canada,2008-11-18,1998,TV-PG,2 Seasons,"British TV Shows, Reality TV, International TV Shows",A sample description for demonstration purposes.
s2287,Movie,Sample Title 2287,Alex Sharma,"Olu Garcia, Maria Lopez, Wei Lopez",India,10/5/2008,1995,PG,79 min,Anime Series,A sample description for demonstration purposes.
s2288,TV Show,Sample Title 2288,,"Alex Brown, Sofia Patel, John Chen",United States,"May 14, 2008",1978,TV-14,4 Seasons,Reality TV,A sample description for demonstration purposes.
s2289,Movie,Sample Title 2289,Tom Kim,,United States,"March 16, 2008",1953,TV-MA,176 min,Classic Movies,A sample description for demonstration purposes.
